Sample,Subgenome,APP,GAP,IBR,PGI
C_tasmanica_6379,C_tasmanica_6379_A,,,,
C_tasmanica_6379,C_tasmanica_6379_B,,,,
xCystocarpium_7974,xCystocarpium_7974_A,,,,
xCystocarpium_7974,xCystocarpium_7974_B,,,,
xCystocarpium_7974,xCystocarpium_7974_C,,,,
xCystocarpium_7974,xCystocarpium_7974_D,,,,
